cluster,latitude,longitude
242,28.81445922222222,-81.82375083333334
182,28.836673285714284,-81.78494885714285
125,28.783241350877194,-81.66035319298244
5,28.751299111111116,-81.76726011111113
529,28.756329988095246,-81.92406670833333
188,28.830812206730773,-81.70318775000001
398,28.58348970833333,-81.695132
189,28.80161094382022,-81.75727056179775
542,28.75840024590164,-81.93901316393443
180,28.870247071428565,-81.75764671428571
380,28.581425000000003,-81.79809262500001
535,28.760948074999998,-81.934946975
520,28.748951023255813,-81.91830709302326
448,28.577535881720426,-81.70488681720431
328,28.568897583333335,-81.89820727083332
91,28.646359739837404,-81.81217373170732
370,28.589075266666665,-81.8730801037037
348,28.578972888888888,-81.8834261111111
347,28.570712189655175,-81.88905010344827
232,28.727628278688524,-81.86136198360656
6,28.7509124893617,-81.77231565957446
250,28.81641560526316,-81.83413610526316
179,28.35757094516129,-81.66839986129033
453,28.592846631205674,-81.86173059574467
217,28.361972354838716,-81.68737087096773
284,28.60351658,-81.80404992
311,28.596212097560976,-81.72747219512195
484,28.554845714285722,-81.66007162337662
235,28.606590896480334,-81.8403521594203
531,28.75479068181818,-81.91784922727273
475,28.53941244303798,-81.67192759493672
295,28.801441192307696,-81.69981944230769
383,28.584395277227724,-81.74322387128713
209,28.778711265306118,-81.74364419387756
210,28.6091608440367,-81.76129447706424
308,28.604186727272726,-81.71165089393939
136,28.728857350000002,-81.88561883333334
416,28.856863,-81.6343152526316
183,28.792961612903227,-81.7394389032258
325,28.575615425000002,-81.71213605
262,28.570203434782606,-81.81886808695653
3,28.70689160714286,-81.74187025
181,28.88581835897436,-81.74008397435897
478,28.52196082,-81.71778682
427,28.810178709999995,-81.61699404000001
240,28.779420227272734,-81.75710440909091
8,28.70394208256881,-81.77086886238533
13,28.909672735849057,-81.67018137735847
205,28.838288644444443,-81.88282806666668
296,28.808880876106194,-81.7082765840708
470,28.61072064,-81.78499000000001
447,28.579329551020415,-81.7006769387755
90,28.650299157894736,-81.79585863157894
545,28.761203842105267,-81.94033636842107
218,28.365100531914887,-81.68931968085106
537,28.75681721875,-81.9332421875
290,28.365255513513517,-81.66693391891891
206,28.36034854666667,-81.68338992000001
238,28.754652631578946,-81.87624736842106
4,28.72764483333333,-81.798178
202,28.8467665625,-81.80701206250001
241,28.780972391304346,-81.75623508695651
436,28.805784051282043,-81.60658287179486
289,28.365711638888893,-81.67083666666666
454,28.593305954545453,-81.86755400000001
318,28.408970266666664,-81.67509753333334
541,28.75853588,-81.93561812
221,28.169202205026455,-81.5893203994709
339,28.14648139178082,-81.63274676438357
379,28.161803066666668,-81.62183515555554
346,28.096156432192654,-81.60348981368821
256,28.060782652173906,-81.61686997826087
303,28.24889891346154,-81.65405333012822
315,28.237496310344827,-81.55443302463054
306,28.28159658778626,-81.65949611195929
31,27.965472425531914,-81.59273294326242
480,28.222437454545457,-81.57779081818182
302,28.2096310250298,-81.60323248748509
301,28.22158853164557,-81.59970199683545
35,27.961497336734695,-81.60368640816327
356,28.141976673076922,-81.62523248076923
518,28.03017636363636,-81.51082945454544
369,28.18127917047619,-81.65189691142857
201,28.021109504587155,-81.59783551376148
292,28.254905137499996,-81.6040543
10,27.91556423611111,-81.58472883333333
513,28.03987213071895,-81.5125035751634
124,28.113248087179493,-81.45751261025642
368,28.19491533333333,-81.64647568055555
294,28.206035496000002,-81.646412696
357,28.13909887974684,-81.62066407594936
234,28.266736791443847,-81.67504460427807
208,28.21123515217391,-81.63590704347827
467,28.314407314136126,-81.66208800349041
340,28.090030056338023,-81.6192427746479
305,28.3164640125523,-81.67659882008367
526,28.114984285714282,-81.57210617857143
409,28.226348444444444,-81.54709152592594
410,28.170346304414004,-81.62773114611872
516,28.11814652093023,-81.57731611162792
351,28.140390136363635,-81.49106483806818
388,28.24602922556391,-81.63448393233084
514,28.06899261538462,-81.50156176923078
253,28.126892878048775,-81.65452510975611
316,28.077941668730645,-81.62235269659442
84,28.14241216935485,-81.51409656451614
366,28.157616333333333,-81.64785738271605
207,28.169375983471074,-81.60289660330578
485,28.166396428571428,-81.63462909523807
254,28.116427927480913,-81.6535986145038
396,28.20044108467742,-81.55615985080645
274,28.189663956284154,-81.63471011748634
0,27.794498894736847,-81.36270889473685
523,28.19309552777777,-81.54786330555557
508,28.160449090909093,-81.63355842424244
345,28.101679875000002,-81.61689651785716
389,28.248429461139896,-81.63720069948187
355,28.1558207804878,-81.62641563414634
344,28.2349867124183,-81.59720205882353
519,28.033920542857146,-81.49940637142858
272,28.152596126760564,-81.60517535211267
246,28.010928111111113,-81.60193262962964
260,28.152625417391306,-81.59259853913042
255,28.1777,-81.64099999999999
364,28.2309525625,-81.57106018055555
512,28.053398788235288,-81.4961052882353
524,28.113152156250003,-81.57620809375001
321,28.257522512820508,-81.58768310256413
248,28.061693831460676,-81.60788253932584
220,28.183116771428566,-81.59239185714287
481,28.22122042038216,-81.58275854777071
497,28.112147250000003,-81.58511923076922
323,28.095994,-81.587156
522,28.194194163636357,-81.54857869090908
320,28.25147678571429,-81.58974514285714
332,28.1160474556962,-81.60444501265825
322,28.24044269620253,-81.57129183544305
222,28.11973991666667,-81.555571875
411,28.11226058778626,-81.58112655725189
273,28.181359925925925,-81.62981422222225
123,28.089603833333335,-81.47965998148146
496,28.11580157638889,-81.58219696527777
525,28.112874082191777,-81.5715052739726
451,28.22594882653061,-81.58311452040817
213,28.134993268656718,-81.4908866119403
528,28.15663045,-81.6121497
247,28.193170910714286,-81.62518563392857
404,28.101175777777776,-81.58312562222221
506,28.103177999999993,-81.58782851219513
511,28.09194104166666,-81.50654041666667
505,28.104753755102045,-81.58627385714286
408,28.219679055555556,-81.54286477777778
393,28.211572891891894,-81.54851975675676
293,28.202138770270274,-81.64907164864867
486,28.109351313432832,-81.5875447761194
27,28.039246714285714,-81.58381527142858
515,28.082940842519687,-81.51066697637795
12,27.888691716666667,-81.55084931666666
237,28.058128631578946,-81.5097915
1,27.74288473913044,-81.53418192753624
450,28.22755813636364,-81.58100345454545
527,28.154993090909088,-81.61295724242423
361,28.253294783333335,-81.62848228333333
261,28.14896765957446,-81.5936600425532
77,28.14172848571428,-81.5097497142857
219,28.107871754716985,-81.65137381132078
362,28.166325238095236,-81.65015955238096
500,28.064966592592597,-81.61842251851851
343,28.231407931034486,-81.5929656551724
502,28.11931380232558,-81.57286239534884
11,27.9055479,-81.55306739999999
360,28.252344653061225,-81.6250312244898
464,28.13974932258064,-81.5134452903226
507,28.162504206349215,-81.63606133333333
324,28.09955411764706,-81.63316276470587
365,28.16189693939394,-81.64927892424242
89,28.12589382051283,-81.4756253589744
245,28.00723794736842,-81.60445242105264
307,28.13315337837838,-81.62459659459459
352,28.13915180952381,-81.48405757142856
493,28.064070638888893,-81.61346605555556
487,28.095643093023252,-81.51643630232557
501,28.0646356875,-81.6164384375
223,28.116481383561645,-81.55603046575342
492,28.162360913043475,-81.62977330434782
36,27.958333333333332,-81.60662222222221
169,28.04341573684211,-81.63226736842105
452,28.06639944,-81.61337312
521,28.15376971929825,-81.6093680526316
465,28.140103117647058,-81.51247805882353
143,28.137871055555554,-81.47989966666667
100,28.75209655232558,-81.24463301744186
44,28.736402877049176,-81.29565347540981
371,28.80369090291262,-81.22546618446601
76,28.800862499999994,-81.24626249999999
21,28.62030521176471,-81.26414754117647
49,28.67820063076923,-81.30741978461538
54,28.627857366906472,-81.30114346043165
18,28.629696324675326,-81.1663031038961
236,28.790022445427734,-81.21975530973451
372,28.79693296141479,-81.22762045980708
28,28.646247628571434,-81.22411094285714
20,28.69546379411765,-81.2576546372549
24,28.631636375,-81.247601125
105,28.814231386363637,-81.29079714393939
50,28.752133829268292,-81.33578168292682
314,28.69679073684211,-81.33457284210526
55,28.755606536363633,-81.21899620000002
288,28.756787698795183,-81.25123957831325
287,28.75744512765957,-81.24767082978722
146,28.79663489041096,-81.22092805479451
56,28.7581390625,-81.22868693749999
30,28.63499278947368,-81.30277484210526
106,28.752219468750003,-81.24939503125
122,28.808036449152542,-81.31462400847455
17,28.700605925,-81.26219697500001
19,28.6222995,-81.30860247058823
53,28.627543793103452,-81.30459712931032
116,28.829525965517245,-81.34080917241378
75,28.803288038461538,-81.2492268653846
166,28.79670339240506,-81.21550215189876
16,28.68915561764706,-81.22033255882353
121,28.8042,-81.3044
117,28.830602922077915,-81.33513287012987
327,28.700518791666667,-81.343883375
277,28.688288,-81.43022396969697
51,28.764824550000004,-81.35533545000001
57,28.750672142857145,-81.23394362857144
23,28.687573280701756,-81.25693431578948
165,28.7997847,-81.21824416666666
22,28.68967003846154,-81.26305961538462
326,28.702509210526316,-81.34431389473684
29,28.63832615789474,-81.23176813157895
187,28.0184546875,-81.617103875
494,28.561856954545455,-81.64754863636364
229,28.206757493573264,-81.23906089717224
499,28.152380757425746,-81.48235105445545
387,28.307510677685954,-81.59598683884299
65,28.326443020833334,-81.42526095833334
130,28.213293056,-81.319275864
82,28.260691960037175,-81.36734810501858
164,28.219037021582736,-81.27110319784174
354,28.284505276190473,-81.58174546666667
110,28.320236423387094,-81.46481702822582
99,28.337332816666667,-81.1785085611111
442,28.287116749999996,-81.20503830499999
176,28.29082788557994,-81.21739535266458
399,28.301008762135922,-81.65090845631069
510,28.256254945701357,-81.34734628959276
97,28.345155438016533,-81.26416423966941
268,28.33000172727273,-81.20755846212121
98,28.32631092510121,-81.18729766801619
174,28.251474407407407,-81.23858503703704
338,28.281446732701422,-81.6492651184834
74,28.177401034852547,-81.2409364155496
341,28.179121615384613,-81.4961294
184,28.22237236241611,-81.15345546308725
266,28.219920497695853,-81.23982969585252
384,28.210142946428572,-81.17131201785715
473,28.216069904255324,-81.16856396170212
159,28.256209136094675,-81.19691357396451
81,28.268118873076922,-81.32326928461539
158,28.247189872340428,-81.20069312765956
128,28.29859482352941,-81.2374258235294
160,28.205672273885355,-81.25822477707007
62,28.203070223529412,-81.13523439411765
148,28.303421782771537,-81.2110907846442
532,28.251408121212123,-81.33322295959597
85,28.14449393103448,-81.51150188505744
109,28.272356483370285,-81.48312883813746
231,28.175113344827587,-81.42246544827586
87,28.248662421383642,-81.45380741509433
139,28.241183686695276,-81.45022702575108
193,28.213713438596493,-81.23072955263157
233,28.333899369477912,-81.61154651807229
331,28.267832194444445,-81.60276518518519
534,28.249456844444445,-81.33694273333333
115,28.288557140893474,-81.22852169072165
70,28.220691427983542,-81.18413450617282
441,28.285229634615384,-81.20929484615384
353,28.287768903225807,-81.58315761290322
135,28.235113029702973,-81.28633548514853
421,28.29261104591837,-81.20851531122449
196,28.30983025510204,-81.22652067346938
79,28.237944148148145,-81.45355833333333
509,28.256564972602742,-81.34308250684933
102,28.264974010101003,-81.47694661616161
43,28.271482057971014,-81.41973911594204
265,28.225643834951455,-81.24587975728156
230,28.187521817391307,-81.41669913043476
192,28.239045937984496,-81.22928113178294
211,28.32404285024155,-81.4549608357488
313,28.214318684931502,-81.26207071232876
170,28.224034602272727,-81.26204000000001
259,28.33824010727969,-81.21320333716476
63,28.180484988439307,-81.13386203468208
126,28.208694775510203,-81.310857
269,28.329043668224298,-81.2143989906542
112,28.335059188679242,-81.32840888679245
66,28.318899371681415,-81.42622015929204
86,28.243705517647054,-81.46082512941177
540,28.25293380392157,-81.33978964705882
335,28.313839514124293,-81.58742382485876
195,28.30361210344828,-81.23099003448276
376,28.292145794871796,-81.20378905128204
312,28.211634307086616,-81.26623002362206
488,28.304767129032257,-81.64657803225805
533,28.251982484848487,-81.33574403030303
336,28.282689461538464,-81.60454441025642
61,28.244317385964912,-81.4682649122807
175,28.296965476510067,-81.22378037583893
258,28.22465003773585,-81.15842635849056
140,28.24402930232558,-81.44425666666666
422,28.163715173913047,-81.46724965217392
173,28.334126079268295,-81.4521243780488
92,28.340956107692307,-81.47214933846155
68,28.1953786875,-81.4345375625
482,28.275158318181813,-81.5949673409091
185,28.24102845333333,-81.23871356666668
252,28.339187500000005,-81.58668964285714
468,28.3098777037037,-81.65067311111112
190,28.317783210526315,-81.45870547368422
83,28.278813,-81.243709
257,28.220727814814815,-81.16004885185185
52,28.188855343137252,-81.46318416666665
103,28.330937789473683,-81.46392736842105
131,28.21733581428572,-81.31504274285716
107,28.289208387096775,-81.46939858064518
539,28.250296438202245,-81.3407535505618
498,28.16034515,-81.4914135
94,28.243988975,-81.318711025
227,28.258459292134834,-81.2251774269663
119,28.27626753424658,-81.47200795890411
95,28.24532901136364,-81.32384889772726
466,28.318000047619048,-81.65412957142856
489,28.308510716666664,-81.6458307166667
212,28.329158725274734,-81.45523061538462
337,28.28414601724138,-81.6414983275862
108,28.29463409433962,-81.45921745283019
228,28.211894941176475,-81.24846519607843
386,28.30891082758621,-81.59114972413792
420,28.292316153846148,-81.21321259615385
59,28.200379456790124,-81.46650291358024
503,28.25174790322581,-81.33868987096774
359,28.274125,-81.59655633333334
104,28.317376600000003,-81.24237889999999
186,28.218224403508774,-81.26224207017543
114,28.19500386046511,-81.28550590697674
517,28.247600586206897,-81.33459986206896
80,28.280690260869566,-81.32609426086955
58,28.197100136363634,-81.4576959090909
483,28.275486913043476,-81.59409760869566
96,28.338867466666667,-81.26676937777779
137,28.344309615384613,-81.64243138461538
73,28.2226,-81.1647
167,28.315511210526314,-81.220796
226,28.253148285714285,-81.21608979999998
472,28.21311916666667,-81.16461275
191,28.2444,-81.2347
111,28.341366600000004,-81.34099775000001
64,28.196167625,-81.15907308333334
118,28.277799555555553,-81.47052477777778
101,28.302161625,-81.4701530625
538,28.24840073684211,-81.34255942105264
67,28.204058086956525,-81.42589921739129
120,28.349292588235297,-81.24755217647058
